Batch ID,Job Order Number,Printing Date/Time,Printer Operator ID,Ink Type,Paper Type,No. of Sheets Used,No. of Cards Printed,No. of Half Cards,No. of Quarter Cards,Accepted Cards,Rejected Cards,Color Matching Data,Quality Control Result (Printing),Printing QC - Alignment,Printing QC - Color Accuracy,Printing QC - Material Integrity,Lamination Date/Time,Lamination Operator ID,Chip Type,Embedding Errors,Chip Serial Numbers,Quality Control Result (Embedding),Embedding QC - Chip Functionality,Embedding QC - Alignment,Network Data,Encryption Key,Laser Engraving Serial,ICCID,Personalization Operator ID,Quality Control Result (Personalization),Personalization QC - Data Accuracy,Personalization QC - Laser Engraving,Audit Trail Logs,PO_number,Printing_Year,Printing_Month,Processing Time (Days),Quality Control Result (Printing)_Binary,Quality Control Result (Embedding)_Binary,Quality Control Result (Personalization)_Binary,Total QC Passes
Batch_633,JO_00633,2022-11-04 18:41:00,Operator_47,Offset Ink,PVC,36.0,1332.0,186.0,1146.0,704.0,628.0,Match_Perfect,Pass,Pass,Pass,Pass,2022-11-14 14:29:00,Operator_82,Type3,4.0,Chip_661911,Pass,Pass,Pass,UMTS,Key_3492,Serial_4300,ICCID_573832,Operator_120,Pass,Pass,Pass,Log_77076,PO-0053,2022,11,9,1.0,1,1.0,3.0
Batch_634,JO_00634,2022-11-05 06:22:00,Operator_12,UV Ink,PVC,34.0,1292.0,744.0,548.0,1113.0,167.0,Match_Perfect,Pass,Pass,Pass,Pass,2022-11-13 14:15:00,Operator_82,Type3,3.0,Chip_263450,Pass,Pass,Pass,GSM,Key_6680,Serial_9976,ICCID_307653,Operator_102,Pass,Pass,Pass,Log_78911,PO-0054,2022,11,8,1.0,1,1.0,3.0
Batch_635,JO_00635,2022-11-05 18:03:00,Operator_9,Offset Ink,Composite Materials,24.0,768.0,745.0,23.0,545.0,223.0,Match_Fair,Pass,Pass,Pass,Pass,2022-11-14 20:34:00,Operator_57,Type2,0.0,Chip_768473,Pass,Pass,Pass,GSM,Key_3096,Serial_5909,ICCID_917882,Operator_139,Pass,Pass,Pass,Log_20650,PO-0055,2022,11,9,1.0,1,1.0,3.0
Batch_636,JO_00636,2022-11-06 05:44:00,Operator_10,UV Ink,Composite Materials,34.0,782.0,208.0,574.0,336.0,446.0,Match_Fair,Pass,Pass,Pass,Pass,2022-11-15 10:55:00,Operator_88,Type1,2.0,Chip_378232,Pass,Pass,Pass,UMTS,Key_8499,Serial_3275,ICCID_867261,Operator_140,Pass,Pass,Pass,Log_94561,PO-0056,2022,11,9,1.0,1,1.0,3.0
Batch_637,JO_00637,2022-11-06 17:26:00,Operator_44,UV Ink,PVC,31.0,899.0,299.0,600.0,259.0,640.0,Match_Poor,Pass,Pass,Pass,Pass,2022-11-11 13:08:00,Operator_82,Type1,3.0,Chip_475627,Pass,Pass,Pass,GPRS,Key_2568,Serial_8217,ICCID_954141,Operator_128,Pass,Pass,Pass,Log_41872,PO-0057,2022,11,4,1.0,1,1.0,3.0
Batch_638,JO_00638,2022-11-07 05:07:00,Operator_17,Metallic Ink,PET,27.0,648.0,284.0,364.0,535.0,113.0,Match_Good,Pass,Pass,Pass,Pass,2022-11-14 07:35:00,Operator_55,Type3,0.0,Chip_188163,Pass,Pass,Pass,GSM,Key_1845,Serial_9490,ICCID_727336,Operator_129,Pass,Pass,Pass,Log_91385,PO-0058,2022,11,7,1.0,1,1.0,3.0
Batch_639,JO_00639,2022-11-07 16:48:00,Operator_38,Offset Ink,PVC,21.0,462.0,214.0,248.0,452.0,10.0,Match_Good,Pass,Pass,Pass,Pass,2022-11-15 05:10:00,Operator_92,Type2,4.0,Chip_978495,Pass,Pass,Pass,GSM,Key_5276,Serial_1528,ICCID_951957,Operator_125,Pass,Pass,Pass,Log_74170,PO-0059,2022,11,7,1.0,1,1.0,3.0
Batch_640,JO_00640,2022-11-08 04:29:00,Operator_7,Metallic Ink,PET,32.0,1120.0,385.0,735.0,839.0,281.0,Match_Perfect,Pass,Pass,Pass,Pass,2022-11-15 16:54:00,Operator_53,Type3,0.0,Chip_804785,Pass,Pass,Pass,UMTS,Key_5885,Serial_3781,ICCID_821508,Operator_126,Pass,Pass,Pass,Log_21008,PO-0060,2022,11,7,1.0,1,1.0,3.0
Batch_641,JO_00641,2022-11-08 16:11:00,Operator_46,Offset Ink,Composite Materials,48.0,1296.0,1017.0,279.0,805.0,491.0,Match_Poor,Pass,Pass,Pass,Pass,2022-11-12 22:09:00,Operator_70,Type2,1.0,Chip_626633,Pass,Pass,Pass,GPRS,Key_2244,Serial_6041,ICCID_640578,Operator_108,Pass,Pass,Pass,Log_34731,PO-0027,2022,11,4,1.0,1,1.0,3.0
Batch_642,JO_00642,2022-11-09 03:52:00,Operator_13,Metallic Ink,Composite Materials,34.0,884.0,584.0,300.0,697.0,187.0,Match_Good,Pass,Pass,Pass,Pass,2022-11-12 04:45:00,Operator_67,Type2,0.0,Chip_817011,Pass,Pass,Pass,GSM,Key_5737,Serial_2946,ICCID_486907,Operator_130,Pass,Pass,Pass,Log_74008,PO-0028,2022,11,3,1.0,1,1.0,3.0
Batch_643,JO_00643,2022-11-09 15:33:00,Operator_40,Offset Ink,PVC,19.0,722.0,434.0,288.0,411.0,311.0,Match_Good,Pass,Pass,Pass,Pass,2022-11-12 17:50:00,Operator_66,Type3,2.0,Chip_512673,Pass,Pass,Pass,UMTS,Key_1915,Serial_4623,ICCID_887275,Operator_101,Pass,Pass,Pass,Log_87810,PO-0029,2022,11,3,1.0,1,1.0,3.0
Batch_644,JO_00644,2022-11-10 03:15:00,Operator_42,Metallic Ink,PVC,39.0,1287.0,786.0,501.0,339.0,657.625,Match_Poor,Pass,Pass,Pass,Pass,2022-11-13 05:52:00,Operator_61,Type2,4.0,Chip_813659,Pass,Pass,Pass,UMTS,Key_8172,Serial_5751,ICCID_649707,Operator_128,Pass,Pass,Pass,Log_72515,PO-0030,2022,11,3,1.0,1,1.0,3.0
Batch_645,JO_00645,2022-11-10 14:56:00,Operator_9,UV Ink,Composite Materials,19.0,646.0,550.0,96.0,523.0,123.0,Match_Fair,Pass,Pass,Pass,Pass,2022-11-14 07:24:00,Operator_63,Type3,3.0,Chip_602048,Pass,Pass,Pass,GPRS,Key_1474,Serial_1076,ICCID_557778,Operator_130,Pass,Pass,Pass,Log_10789,PO-0031,2022,11,3,1.0,1,1.0,3.0
Batch_646,JO_00646,2022-11-11 02:37:00,Operator_27,Offset Ink,PVC,43.0,1410.0,470.0,1078.0,1113.0,56.0,Match_Poor,Pass,Pass,Pass,Pass,2022-11-20 21:04:00,Operator_68,Type1,0.0,Chip_857421,Pass,Pass,Pass,UMTS,Key_9017,Serial_5558,ICCID_407192,Operator_113,Pass,Pass,Pass,Log_45498,PO-0032,2022,11,9,1.0,1,1.0,3.0
Batch_647,JO_00647,2022-11-11 14:18:00,Operator_2,Offset Ink,Composite Materials,22.0,440.0,340.0,100.0,384.0,56.0,Match_Poor,Pass,Pass,Pass,Pass,2022-11-13 19:30:00,Operator_64,Type1,4.0,Chip_188272,Pass,Pass,Pass,UMTS,Key_6589,Serial_2561,ICCID_904764,Operator_141,Pass,Pass,Pass,Log_89211,PO-0033,2022,11,2,1.0,1,1.0,3.0
Batch_648,JO_00648,2022-11-12 02:00:00,Operator_5,UV Ink,Composite Materials,38.0,950.0,789.0,161.0,484.0,466.0,Match_Good,Pass,Pass,Pass,Pass,2022-11-21 11:14:00,Operator_84,Type3,2.0,Chip_761050,Pass,Pass,Pass,UMTS,Key_6324,Serial_3524,ICCID_811346,Operator_149,Pass,Pass,Pass,Log_18068,PO-0034,2022,11,9,1.0,1,1.0,3.0
Batch_649,JO_00649,2022-11-12 13:41:00,Operator_29,Metallic Ink,PET,47.0,1410.0,575.0,1023.0,1113.0,35.0,Match_Perfect,Pass,Pass,Pass,Pass,2022-11-19 05:07:00,Operator_62,Type1,3.0,Chip_262403,Pass,Pass,Pass,GSM,Key_6899,Serial_2728,ICCID_403316,Operator_121,Pass,Pass,Pass,Log_58591,PO-0035,2022,11,6,1.0,1,1.0,3.0
Batch_650,JO_00650,2022-11-13 01:22:00,Operator_37,Offset Ink,PVC,18.0,558.0,524.0,34.0,337.0,221.0,Match_Good,Pass,Pass,Pass,Pass,2022-11-17 21:17:00,Operator_72,Type1,0.0,Chip_751229,Pass,Pass,Pass,GPRS,Key_6535,Serial_5000,ICCID_125232,Operator_121,Pass,Pass,Pass,Log_86158,PO-0036,2022,11,4,1.0,1,1.0,3.0
Batch_651,JO_00651,2022-11-13 13:03:00,Operator_38,Offset Ink,Composite Materials,22.0,858.0,330.0,528.0,579.0,279.0,Match_Good,Pass,Pass,Pass,Pass,2022-11-15 13:06:00,Operator_71,Type1,2.0,Chip_923992,Pass,Pass,Pass,UMTS,Key_9633,Serial_7459,ICCID_415040,Operator_140,Pass,Pass,Pass,Log_90083,PO-0037,2022,11,2,1.0,1,1.0,3.0
Batch_652,JO_00652,2022-11-14 00:45:00,Operator_19,Metallic Ink,PVC,46.0,966.0,964.0,2.0,628.0,338.0,Match_Good,Pass,Pass,Pass,Pass,2022-11-20 22:26:00,Operator_76,Type1,1.0,Chip_581725,Pass,Pass,Pass,UMTS,Key_9134,Serial_1123,ICCID_376257,Operator_111,Pass,Pass,Pass,Log_94276,PO-0038,2022,11,6,1.0,1,1.0,3.0
Batch_653,JO_00653,2022-11-14 12:26:00,Operator_8,UV Ink,PET,23.0,552.0,209.0,343.0,285.0,267.0,Match_Poor,Pass,Pass,Pass,Pass,2022-11-22 19:43:00,Operator_92,Type2,4.0,Chip_311134,Pass,Pass,Pass,GPRS,Key_3404,Serial_6554,ICCID_846585,Operator_127,Pass,Pass,Pass,Log_64230,PO-0039,2022,11,8,1.0,1,1.0,3.0
Batch_654,JO_00654,2022-11-15 00:07:00,Operator_48,Metallic Ink,PET,46.0,1288.0,195.0,1093.0,1113.0,3.0,Match_Poor,Pass,Pass,Pass,Pass,2022-11-20 15:05:00,Operator_89,Type3,4.0,Chip_659944,Pass,Pass,Pass,GSM,Key_9388,Serial_5415,ICCID_295061,Operator_105,Pass,Pass,Pass,Log_74557,PO-0040,2022,11,5,1.0,1,1.0,3.0
Batch_655,JO_00655,2022-11-15 11:48:00,Operator_45,Metallic Ink,PVC,18.0,702.0,252.0,450.0,521.0,181.0,Match_Good,Pass,Pass,Pass,Pass,2022-11-17 14:59:00,Operator_52,Type3,0.0,Chip_315710,Pass,Pass,Pass,GPRS,Key_3386,Serial_7127,ICCID_462085,Operator_113,Pass,Pass,Pass,Log_67606,PO-0041,2022,11,2,1.0,1,1.0,3.0
Batch_656,JO_00656,2022-11-15 23:30:00,Operator_1,Metallic Ink,PVC,17.0,561.0,342.0,219.0,449.0,112.0,Match_Good,Pass,Pass,Pass,Fail,2022-11-19 15:10:00,Operator_99,Type1,2.0,Chip_441670,Pass,Pass,Pass,GSM,Key_6425,Serial_2404,ICCID_199928,Operator_112,Pass,Pass,Pass,Log_36469,PO-0042,2022,11,3,1.0,1,1.0,3.0
Batch_657,JO_00657,2022-11-16 11:11:00,Operator_22,Offset Ink,Composite Materials,48.0,1410.0,1168.0,608.0,1113.0,645.0,Match_Perfect,Pass,Pass,Pass,Pass,2022-11-19 07:46:00,Operator_66,Type3,3.0,Chip_403700,Pass,Pass,Pass,UMTS,Key_8591,Serial_8313,ICCID_909907,Operator_140,Pass,Pass,Pass,Log_19897,PO-0043,2022,11,2,1.0,1,1.0,3.0
Batch_658,JO_00658,2022-11-16 22:52:00,Operator_17,UV Ink,PET,49.0,1323.0,963.0,360.0,228.0,657.625,Match_Fair,Pass,Pass,Pass,Pass,2022-11-24 08:14:00,Operator_84,Type3,3.0,Chip_672437,Pass,Pass,Pass,GPRS,Key_7984,Serial_3527,ICCID_444289,Operator_133,Pass,Pass,Pass,Log_50499,PO-0044,2022,11,7,1.0,1,1.0,3.0
Batch_659,JO_00659,2022-11-17 10:34:00,Operator_7,UV Ink,PET,12.0,314.0,239.0,13.0,229.0,23.0,Match_Good,Pass,Fail,Pass,Pass,2022-11-27 09:44:00,Operator_61,Type3,3.0,Chip_683952,Pass,Pass,Pass,GSM,Key_2161,Serial_8646,ICCID_932123,Operator_130,Pass,Pass,Pass,Log_40273,PO-0045,2022,11,9,1.0,1,1.0,3.0
Batch_660,JO_00660,2022-11-17 22:15:00,Operator_25,Metallic Ink,PET,49.0,1372.0,1004.0,368.0,970.0,402.0,Match_Poor,Pass,Pass,Pass,Pass,2022-11-27 17:20:00,Operator_69,Type2,3.0,Chip_115490,Pass,Fail,Pass,GPRS,Key_8181,Serial_5796,ICCID_644817,Operator_103,Pass,Pass,Pass,Log_61320,PO-0046,2022,11,9,1.0,1,1.0,3.0
Batch_661,JO_00661,2022-11-18 09:56:00,Operator_45,Offset Ink,PVC,42.0,1092.0,175.0,917.0,501.0,591.0,Match_Fair,Pass,Pass,Pass,Pass,2022-11-25 22:07:00,Operator_80,Type1,0.0,Chip_808896,Pass,Pass,Pass,UMTS,Key_3093,Serial_3175,ICCID_563407,Operator_148,Pass,Pass,Pass,Log_40279,PO-0047,2022,11,7,1.0,1,1.0,3.0
Batch_662,JO_00662,2022-11-18 21:37:00,Operator_4,Metallic Ink,Composite Materials,41.0,1410.0,965.0,552.0,410.0,657.625,Match_Fair,Pass,Pass,Pass,Pass,2022-11-22 13:40:00,Operator_57,Type3,0.0,Chip_741215,Pass,Pass,Pass,GSM,Key_6671,Serial_8932,ICCID_179148,Operator_123,Pass,Pass,Pass,Log_93608,PO-0048,2022,11,3,1.0,1,1.0,3.0
Batch_663,JO_00663,2022-11-19 09:19:00,Operator_36,Offset Ink,PVC,16.0,560.0,364.0,196.0,378.0,182.0,Match_Perfect,Pass,Pass,Pass,Pass,2022-11-25 13:40:00,Operator_77,Type2,4.0,Chip_120745,Pass,Pass,Pass,UMTS,Key_3161,Serial_4281,ICCID_861537,Operator_131,Pass,Pass,Pass,Log_84169,PO-0049,2022,11,6,1.0,1,1.0,3.0
Batch_664,JO_00664,2022-11-19 21:00:00,Operator_6,Offset Ink,PVC,28.0,672.0,182.0,490.0,666.0,6.0,Match_Fair,Pass,Pass,Pass,Pass,2022-11-27 00:40:00,Operator_72,Type1,2.0,Chip_333220,Pass,Fail,Pass,GPRS,Key_2170,Serial_3880,ICCID_138742,Operator_106,Pass,Pass,Pass,Log_97883,PO-0050,2022,11,7,1.0,1,1.0,3.0
Batch_665,JO_00665,2022-11-20 08:41:00,Operator_31,Offset Ink,PVC,43.0,1410.0,232.0,1230.0,1062.0,400.0,Match_Good,Pass,Pass,Pass,Pass,2022-11-27 00:55:00,Operator_67,Type2,1.0,Chip_535011,Pass,Pass,Pass,UMTS,Key_3289,Serial_7588,ICCID_183500,Operator_111,Pass,Pass,Pass,Log_64304,PO-0051,2022,11,6,1.0,1,1.0,3.0
Batch_666,JO_00666,2022-11-20 20:22:00,Operator_19,Offset Ink,Composite Materials,23.0,552.0,182.0,370.0,393.0,159.0,Match_Good,Pass,Pass,Pass,Pass,2022-11-28 17:15:00,Operator_65,Type2,0.0,Chip_696210,Pass,Pass,Pass,GPRS,Key_2393,Serial_7123,ICCID_485894,Operator_137,Pass,Pass,Pass,Log_68541,PO-0052,2022,11,7,1.0,1,1.0,3.0
Batch_667,JO_00667,2022-11-21 08:04:00,Operator_44,UV Ink,PVC,28.0,840.0,374.0,466.0,463.0,377.0,Match_Poor,Pass,Fail,Pass,Pass,2022-11-24 23:33:00,Operator_59,Type2,3.0,Chip_727365,Pass,Pass,Pass,GPRS,Key_7600,Serial_8498,ICCID_542258,Operator_139,Pass,Pass,Pass,Log_86113,PO-0053,2022,11,3,1.0,1,1.0,3.0
Batch_668,JO_00668,2022-11-21 19:45:00,Operator_39,Offset Ink,PET,35.0,1155.0,1066.0,89.0,665.0,490.0,Match_Good,Pass,Fail,Pass,Pass,2022-11-25 12:52:00,Operator_62,Type3,1.0,Chip_633471,Pass,Pass,Pass,UMTS,Key_1192,Serial_1893,ICCID_288324,Operator_147,Pass,Pass,Pass,Log_73139,PO-0054,2022,11,3,1.0,1,1.0,3.0
Batch_669,JO_00669,2022-11-22 07:26:00,Operator_27,Offset Ink,PET,26.0,988.0,934.0,54.0,455.0,533.0,Match_Good,Pass,Pass,Fail,Pass,2022-12-01 08:12:00,Operator_58,Type1,4.0,Chip_918789,Pass,Fail,Pass,GSM,Key_9261,Serial_7335,ICCID_347738,Operator_145,Pass,Pass,Pass,Log_55023,PO-0055,2022,11,9,1.0,1,1.0,3.0
Batch_670,JO_00670,2022-11-22 19:07:00,Operator_10,Metallic Ink,PET,37.0,814.0,209.0,605.0,612.0,202.0,Match_Perfect,Pass,Pass,Pass,Fail,2022-11-27 20:54:00,Operator_52,Type1,3.0,Chip_219464,Pass,Pass,Pass,GPRS,Key_3917,Serial_9477,ICCID_148301,Operator_137,Pass,Pass,Pass,Log_89615,PO-0056,2022,11,5,1.0,1,1.0,3.0
Batch_671,JO_00671,2022-11-23 06:49:00,Operator_26,Metallic Ink,Composite Materials,28.0,812.0,334.0,478.0,364.0,448.0,Match_Fair,Pass,Pass,Pass,Pass,2022-11-26 03:48:00,Operator_99,Type3,2.0,Chip_458611,Pass,Pass,Pass,GPRS,Key_3940,Serial_1744,ICCID_699638,Operator_139,Pass,Pass,Pass,Log_82231,PO-0057,2022,11,2,1.0,1,1.0,3.0
Batch_672,JO_00672,2022-11-23 18:30:00,Operator_19,UV Ink,PVC,36.0,900.0,200.0,700.0,812.0,88.0,Match_Perfect,Pass,Pass,Pass,Pass,2022-11-27 04:44:00,Operator_98,Type1,1.0,Chip_705768,Pass,Pass,Pass,GSM,Key_5220,Serial_2661,ICCID_384289,Operator_106,Pass,Pass,Pass,Log_11776,PO-0058,2022,11,3,1.0,1,1.0,3.0
Batch_673,JO_00673,2022-11-24 06:11:00,Operator_39,Metallic Ink,Composite Materials,28.0,616.0,186.0,430.0,395.0,221.0,Match_Fair,Pass,Pass,Pass,Pass,2022-11-26 15:04:00,Operator_66,Type1,4.0,Chip_883246,Pass,Pass,Pass,GSM,Key_4217,Serial_1603,ICCID_827845,Operator_118,Pass,Pass,Pass,Log_44739,PO-0059,2022,11,2,1.0,1,1.0,3.0
Batch_674,JO_00674,2022-11-24 17:53:00,Operator_3,Offset Ink,PVC,42.0,882.0,818.0,64.0,276.0,606.0,Match_Perfect,Pass,Fail,Pass,Pass,2022-11-28 05:12:00,Operator_53,Type2,0.0,Chip_989651,Pass,Pass,Pass,GSM,Key_5836,Serial_3006,ICCID_662008,Operator_101,Pass,Pass,Pass,Log_37773,PO-0060,2022,11,3,1.0,1,1.0,3.0
Batch_675,JO_00675,2022-11-25 05:34:00,Operator_45,Metallic Ink,PET,16.0,512.0,489.0,23.0,298.0,214.0,Match_Poor,Pass,Pass,Pass,Pass,2022-11-28 06:57:00,Operator_98,Type3,2.0,Chip_278183,Pass,Pass,Pass,UMTS,Key_2158,Serial_7730,ICCID_449163,Operator_118,Pass,Pass,Pass,Log_28024,PO-0021,2022,11,3,1.0,1,1.0,3.0
Batch_676,JO_00676,2022-11-25 17:15:00,Operator_13,UV Ink,PVC,38.0,1406.0,994.0,412.0,544.0,657.625,Match_Perfect,Pass,Pass,Pass,Pass,2022-12-05 06:12:00,Operator_81,Type2,3.0,Chip_203863,Pass,Pass,Pass,GSM,Key_9714,Serial_8798,ICCID_308443,Operator_111,Pass,Pass,Pass,Log_30114,PO-0022,2022,11,9,1.0,1,1.0,3.0
Batch_677,JO_00677,2022-11-26 04:56:00,Operator_28,Metallic Ink,PVC,14.0,314.0,182.0,112.0,205.0,89.0,Match_Perfect,Pass,Pass,Pass,Pass,2022-12-05 09:54:00,Operator_93,Type1,1.0,Chip_462081,Pass,Pass,Pass,GPRS,Key_8292,Serial_5165,ICCID_848106,Operator_142,Pass,Pass,Pass,Log_27006,PO-0023,2022,11,9,1.0,1,1.0,3.0
Batch_678,JO_00678,2022-11-26 16:38:00,Operator_20,Metallic Ink,PVC,39.0,1326.0,567.0,759.0,1113.0,139.0,Match_Poor,Pass,Pass,Pass,Fail,2022-12-01 02:15:00,Operator_76,Type1,4.0,Chip_947645,Pass,Pass,Pass,GPRS,Key_3313,Serial_7165,ICCID_554715,Operator_106,Pass,Pass,Pass,Log_91625,PO-0024,2022,11,4,1.0,1,1.0,3.0
Batch_679,JO_00679,2022-11-27 04:19:00,Operator_28,UV Ink,Composite Materials,17.0,408.0,372.0,36.0,285.0,123.0,Match_Good,Pass,Pass,Fail,Pass,2022-11-30 23:28:00,Operator_91,Type3,1.0,Chip_432361,Pass,Pass,Pass,UMTS,Key_4425,Serial_3347,ICCID_957156,Operator_105,Pass,Pass,Pass,Log_29236,PO-0025,2022,11,3,1.0,1,1.0,3.0
Batch_680,JO_00680,2022-11-27 16:00:00,Operator_8,UV Ink,PVC,21.0,714.0,392.0,322.0,576.0,138.0,Match_Good,Pass,Pass,Pass,Pass,2022-12-02 17:39:00,Operator_96,Type2,2.0,Chip_850459,Pass,Pass,Pass,UMTS,Key_9023,Serial_7206,ICCID_998724,Operator_124,Pass,Pass,Pass,Log_95971,PO-0026,2022,11,5,1.0,1,1.0,3.0
Batch_681,JO_00681,2022-11-28 03:41:00,Operator_41,Offset Ink,PVC,22.0,792.0,247.0,545.0,637.0,155.0,Match_Poor,Pass,Pass,Pass,Pass,2022-12-05 01:53:00,Operator_52,Type2,0.0,Chip_168282,Pass,Pass,Pass,GPRS,Key_4147,Serial_7833,ICCID_899315,Operator_102,Pass,Pass,Pass,Log_74803,PO-0027,2022,11,6,1.0,1,1.0,3.0
Batch_682,JO_00682,2022-11-28 15:23:00,Operator_39,Metallic Ink,PVC,35.0,735.0,597.0,138.0,497.0,238.0,Match_Poor,Pass,Pass,Pass,Fail,2022-12-05 07:47:00,Operator_80,Type2,0.0,Chip_558423,Pass,Pass,Pass,GPRS,Key_7536,Serial_4065,ICCID_975855,Operator_148,Pass,Pass,Pass,Log_40200,PO-0028,2022,11,6,1.0,1,1.0,3.0
Batch_683,JO_00683,2022-11-29 03:04:00,Operator_1,Offset Ink,Composite Materials,27.0,999.0,594.0,405.0,561.0,438.0,Match_Perfect,Pass,Pass,Pass,Pass,2022-12-02 11:24:00,Operator_63,Type3,2.0,Chip_168821,Pass,Pass,Pass,GPRS,Key_8125,Serial_4446,ICCID_309918,Operator_135,Pass,Pass,Pass,Log_53328,PO-0029,2022,11,3,1.0,1,1.0,3.0
Batch_684,JO_00684,2022-11-29 14:45:00,Operator_3,Metallic Ink,Composite Materials,29.0,986.0,556.0,430.0,321.0,657.625,Match_Poor,Pass,Pass,Pass,Pass,2022-12-04 05:01:00,Operator_87,Type2,3.0,Chip_168786,Pass,Pass,Pass,UMTS,Key_2645,Serial_8996,ICCID_362484,Operator_134,Pass,Pass,Pass,Log_52937,PO-0030,2022,11,4,1.0,1,1.0,3.0
Batch_685,JO_00685,2022-11-30 02:26:00,Operator_13,Metallic Ink,Composite Materials,25.0,975.0,408.0,567.0,636.0,339.0,Match_Poor,Pass,Pss,Pass,Pass,2022-12-02 03:38:00,Operator_64,Type2,1.0,Chip_147099,Pass,Pass,Pass,GPRS,Key_7151,Serial_9641,ICCID_265540,Operator_142,Pass,Pass,Pass,Log_33046,PO-0031,2022,11,2,1.0,1,1.0,3.0
Batch_686,JO_00686,2022-11-30 14:08:00,Operator_28,Offset Ink,PVC,46.0,1012.0,792.0,220.0,680.0,332.0,Match_Fair,Pass,Pass,Pass,Pass,2022-12-04 14:15:00,Operator_51,Type1,3.0,Chip_487642,Pass,Pass,Pass,GPRS,Key_1687,Serial_8787,ICCID_504022,Operator_102,Pass,Pass,Pass,Log_37326,PO-0032,2022,11,4,1.0,1,1.0,3.0
Batch_687,JO_00687,2022-12-01 01:49:00,Operator_49,Metallic Ink,PET,12.0,314.0,259.0,29.0,190.0,98.0,Match_Fair,Pass,Pass,Pass,Pass,2022-12-06 19:06:00,Operator_82,Type1,4.0,Chip_730589,Pass,Pass,Pass,UMTS,Key_9399,Serial_4726,ICCID_347153,Operator_112,Pass,Pass,Pass,Log_14834,PO-0033,2022,12,5,1.0,1,1.0,3.0
Batch_688,JO_00688,2022-12-01 13:30:00,Operator_25,Metallic Ink,PET,36.0,1080.0,554.0,526.0,502.0,578.0,Match_Good,Pass,Pass,Pass,Pass,2022-12-09 22:29:00,Operator_56,Type2,3.0,Chip_320188,Pass,Pass,Pass,GPRS,Key_7240,Serial_5086,ICCID_257204,Operator_102,Pass,Pass,Pass,Log_54649,PO-0034,2022,12,8,1.0,1,1.0,3.0
Batch_689,JO_00689,2022-12-02 01:12:00,Operator_33,Metallic Ink,PET,24.0,672.0,632.0,40.0,667.0,5.0,Match_Poor,Pass,Pass,Pass,Pass,2022-12-04 23:37:00,Operator_72,Type2,2.0,Chip_758012,Pass,Pass,Pass,GPRS,Key_7758,Serial_7565,ICCID_680833,Operator_147,Pass,Pass,Pass,Log_79003,PO-0035,2022,12,2,1.0,1,1.0,3.0
Batch_690,JO_00690,2022-12-02 12:53:00,Operator_38,UV Ink,PVC,43.0,1032.0,308.0,724.0,447.0,585.0,Match_Perfect,Pass,Pass,Pass,Pass,2022-12-11 11:11:00,Operator_61,Type1,0.0,Chip_949981,Pass,Pass,Pass,GSM,Key_1261,Serial_3318,ICCID_882196,Operator_135,Pass,Pass,Pass,Log_99276,PO-0036,2022,12,8,1.0,1,1.0,3.0
Batch_691,JO_00691,2022-12-03 00:34:00,Operator_6,Offset Ink,PET,31.0,620.0,304.0,316.0,470.0,150.0,Match_Good,Pass,Pass,Pass,Pass,2022-12-11 10:17:00,Operator_99,Type3,2.0,Chip_146214,Pass,Pass,Pass,GPRS,Key_4130,Serial_7105,ICCID_958503,Operator_129,Pass,Pass,Pass,Log_54440,PO-0037,2022,12,8,1.0,1,1.0,3.0
Batch_692,JO_00692,2022-12-03 12:15:00,Operator_44,UV Ink,PET,49.0,1410.0,1306.125,180.0,666.0,657.625,Match_Good,Pass,Pass,Pass,Pass,2022-12-06 21:41:00,Operator_73,Type1,2.0,Chip_377637,Pass,Pass,Pass,GSM,Key_8496,Serial_5530,ICCID_675853,Operator_133,Pass,Pass,Pass,Log_92119,PO-0038,2022,12,3,1.0,1,1.0,3.0
Batch_693,JO_00693,2022-12-03 23:57:00,Operator_45,Offset Ink,PET,32.0,768.0,674.0,94.0,339.0,429.0,Match_Good,Pass,Pass,Pass,Pass,2022-12-12 12:59:00,Operator_64,Type2,1.0,Chip_766082,Pass,Pass,Pass,UMTS,Key_1611,Serial_1032,ICCID_202210,Operator_105,Pass,Pass,Pass,Log_31758,PO-0039,2022,12,8,1.0,1,1.0,3.0
Batch_694,JO_00694,2022-12-04 11:38:00,Operator_32,Offset Ink,PVC,13.0,351.0,335.0,16.0,193.0,158.0,Match_Poor,Pass,Pass,Pass,Fail,2022-12-12 11:00:00,Operator_64,Type3,2.0,Chip_334301,Pass,Pass,Pass,UMTS,Key_9930,Serial_5708,ICCID_121690,Operator_143,Pass,Pass,Pass,Log_10334,PO-0040,2022,12,7,1.0,1,1.0,3.0
Batch_695,JO_00695,2022-12-04 23:19:00,Operator_45,Metallic Ink,PET,32.0,1056.0,351.0,705.0,884.0,172.0,Match_Poor,Pass,Pass,Pass,Pass,2022-12-14 06:16:00,Operator_70,Type2,4.0,Chip_265604,Pass,Pass,Pass,GSM,Key_1184,Serial_8331,ICCID_229148,Operator_143,Pass,Pass,Pass,Log_36063,PO-0041,2022,12,9,1.0,1,1.0,3.0
